date,predicted_return,actual_return,predicted_direction,actual_direction,p10,p25,p50,p75,p90,direction_correct,within_p10_p90,abs_error
2021-11-01,9.96859093047525,-7.034580264960633,1,-1,-20.558526919032204,-6.0104473188763095,9.96859093047525,25.94762917982681,40.49570877998271,False,True,17.003171195435883
2021-12-01,9.732435774983081,-18.768354629620298,1,-1,-20.687266919704996,-6.19037735426771,9.732435774983081,25.655248904233872,40.15213846967116,False,True,28.50079040460338
2022-01-01,9.342013988618653,-16.894668246945244,1,-1,-21.16597070247449,-6.627009248125415,9.342013988618653,25.31103722536272,39.849998679711796,False,True,26.236682235563897
2022-02-01,8.9874642286786,12.239415003329391,1,1,-21.561317188527656,-7.0029135443902994,8.9874642286786,24.9778420017475,39.53624564588486,True,True,3.2519507746507905
2022-03-01,9.03082357234061,5.430112933630005,1,1,-21.31465178528837,-6.85313618516831,9.03082357234061,24.91478332984953,39.37629892996959,True,True,3.6007106387106056
2022-04-01,8.983445800778629,-17.180562778839857,1,-1,-21.163683476282472,-6.79669218018304,8.983445800778629,24.763583781740298,39.13057507783973,False,True,26.164008579618486
2022-05-01,8.643653481562804,-15.703524015723236,1,-1,-21.54668891714076,-7.159103867758594,8.643653481562804,24.446410830884204,38.83399588026637,False,True,24.34717749728604
2022-06-01,8.331510180315547,-37.76883082049309,1,-1,-21.8690063583974,-7.476572695417012,8.331510180315547,24.139593056048106,38.532026719028494,False,False,46.10034100080864
2022-07-01,7.747961560052146,17.954101668545608,1,1,-22.984006682621924,-8.338303066972564,7.747961560052146,23.834226187076858,38.47992980272622,True,True,10.20614010849346
2022-08-01,7.875538311408315,-14.085561097213027,1,-1,-22.69621441924786,-8.126863508544526,7.875538311408315,23.877940131361157,38.447291042064485,False,True,21.961099408621344
2022-09-01,7.604413627351261,-3.0822039575552185,1,-1,-22.935797884117314,-8.38147833568307,7.604413627351261,23.590305590385594,38.14462513881983,False,True,10.686617584906479
2022-10-01,7.47408902265728,5.475483351418764,1,1,-22.91458479012436,-8.432482426220608,7.47408902265728,23.380660471535165,37.862762835438915,True,True,1.9986056712385158
2022-11-01,7.450009436256816,-16.233625149087516,1,-1,-22.75410448165007,-8.359956442647572,7.450009436256816,23.259975315161203,37.6541233541637,False,True,23.683634585344333
2022-12-01,7.168061405478907,-3.617484988577191,1,-1,-23.035209519635963,-8.641463219385908,7.168061405478907,22.977586030343723,37.37133233059378,False,True,10.785546394056098
