Date,BTC,DXY,GLD,NDX,TLT,USDT,SPX,Rates,BTC_Volume,active_addresses,hash_rate,n_transactions,BTC_AG,BTC_AL,RSI_BTC,SPX_AG,SPX_AL,RSI_SPX,NDX_AG,NDX_AL,RSI_NDX,GLD_AG,GLD_AL,RSI_GLD,TLT_AG,TLT_AL,RSI_TLT,USDT_AG,USDT_AL,RSI_USDT,Trend_DXY,Trend_Rates,Ret_BTC,Ret_SPX,Ret_NDX,Ret_GLD,Ret_TLT,Ret_USDT,Ret_HashRate,Ret_Transactions,Prev_RSI_BTC,Prev_RSI_SPX,Prev_RSI_NDX,Prev_DXY_Trend,Prev_Rate_Trend,Prev_BTC_AG,Prev_BTC_AL,Prev_SPX_AG,Prev_SPX_AL,Prev_NDX_AG,Prev_NDX_AL,Prev_RSI_GLD,Prev_GLD_AG,Prev_GLD_AL,Prev_RSI_TLT,Prev_TLT_AG,Prev_TLT_AL,Prev_RSI_USDT,Prev_USDT_AG,Prev_USDT_AL,Prev_Active_Addresses,Prev_Active_Addresses_Z
2015-12-01,430.5669860839844,98.62999725341797,101.45999908447266,103.85743713378906,92.33963012695312,,2043.93994140625,0.14800000190734863,2096250000.0,387068.625,649304.6947241224,195510.26785714287,22.258639822200852,19.0936153956822,53.826906670316156,29.541166344467477,24.97494818239796,54.18795268307253,2.2732245386863243,1.399291758634606,61.89828321101318,1.2137752065853196,2.1944384672203845,35.61323680830097,1.6198551800786232,1.2136365929428412,57.168162459540426,0.0,0.0,100.0,-1.5400009155273438,-0.02199999988079071,14.111583942323126,-1.7530185032692547,-1.894381960930147,-0.4513334897339294,-0.49996074467556495,,30.918237705231434,24.093897469231763,49.15009754070422,56.907206525723105,64.41061474581869,3.220001220703125,0.10199999809265137,19.874998910086497,20.562355041503906,31.813563755580358,24.090715680803573,2.4480879647391185,1.3526644025530135,35.959910366218494,1.3071425301688058,2.327856881277902,57.84473541217507,1.7444594247000558,1.2713023594447546,100.0,0.0,0.0,323984.71428571426,2.3545812013296046
2016-01-01,368.7669982910156,99.61000061035156,106.94999694824219,96.9757308959961,97.89730834960938,,1940.239990234375,0.30000001192092896,1990880304.0,382680.625,837688.2896997257,185520.5918367347,20.668736977757934,22.144070566916955,48.27699504684489,27.431083034148372,30.598162681646322,47.271134917892,2.110851357351587,1.7908927928602034,54.10019919519859,1.5192196820984774,2.0376928624189286,42.71175248433334,1.9011282545484536,1.1269482648754954,62.78336238709442,0.0,0.0,100.0,0.9800033569335938,0.15200001001358032,-14.353164499452431,-5.07353220469523,-6.626108276606091,5.410997351969926,6.018735633893346,,29.013126888855155,-5.109540347879582,53.826906670316156,54.18795268307253,61.89828321101318,-1.5400009155273438,-0.02199999988079071,22.258639822200852,19.0936153956822,29.541166344467477,24.97494818239796,2.2732245386863243,1.399291758634606,35.61323680830097,1.2137752065853196,2.1944384672203845,57.168162459540426,1.6198551800786232,1.2136365929428412,100.0,0.0,0.0,387068.625,2.481817598019755
2016-02-01,437.6969909667969,98.20999908447266,118.63999938964844,95.45769500732422,100.7274398803711,,1932.22998046875,0.30799999833106995,1876238692.0,431287.0,1117380.5936101365,215896.5357142857,24.115969527616745,20.5623512407086,53.976893296119,25.471719960280634,28.984723187644796,46.77448339967647,1.9600762603979018,1.7714030139896086,52.528129362841796,2.2457041649061753,1.8921433722461478,54.27227911958482,1.9674856314208298,1.0464519602415314,65.27957436357028,0.0,0.0,100.0,-1.4000015258789062,0.007999986410140991,18.69201772263378,-0.41283603090035426,-1.5653771048139142,10.930343875618398,2.890918635530615,,33.38858944902623,16.373354341324564,48.27699504684489,47.271134917892,54.10019919519859,0.9800033569335938,0.15200001001358032,20.668736977757934,22.144070566916955,27.431083034148372,30.598162681646322,2.110851357351587,1.7908927928602034,42.71175248433334,1.5192196820984774,2.0376928624189286,62.78336238709442,1.9011282545484536,1.1269482648754954,100.0,0.0,0.0,382680.625,1.821415820270189
2016-03-01,416.72900390625,94.58999633789062,117.63999938964844,101.69737243652344,100.63336944580078,,2059.739990234375,0.19300000369548798,2332852776.0,381738.25,1178517.009828048,200423.97959183675,22.393400275644122,20.591325227839906,52.09618070918954,32.760169232090945,26.91438581709874,54.89805362618417,2.2657620581694244,1.644874227276065,57.93845023639969,2.085296724555734,1.828418845657137,53.281764787069406,1.826950943462199,0.978424708407873,65.12321949626775,0.0,0.0,100.0,-3.6200027465820312,-0.11499999463558197,-4.79052575029868,6.599111444005845,6.536589249007596,-0.8428860461434318,-0.09339107067749541,,5.471404870240892,-7.166653263452605,53.976893296119,46.77448339967647,52.528129362841796,-1.4000015258789062,0.007999986410140991,24.115969527616745,20.5623512407086,25.471719960280634,28.984723187644796,1.9600762603979018,1.7714030139896086,54.27227911958482,2.2457041649061753,1.8921433722461478,65.27957436357028,1.9674856314208298,1.0464519602415314,100.0,0.0,0.0,431287.0,1.9135306191865127
2016-04-01,448.3179931640625,93.08000183105469,123.6500015258789,98.74851989746094,99.87474822998047,,2065.300048828125,0.19300000369548798,1811475204.0,385227.85714285716,1279960.0912994698,207085.60714285713,23.05022806008472,19.1205162829942,54.6592867144109,30.817304186495164,24.991929687305973,55.21900597342176,2.1039219111573226,1.7380155352608104,54.762003299112145,2.3656328253896435,1.69781749953877,58.217343297566195,1.6964544475006136,0.9627244589373329,63.79617570647277,0.0,0.0,100.0,-1.5099945068359375,0.0,7.580223349397341,0.26993982833325436,-2.8996349349174055,5.108808370802587,-0.7538465819023288,,8.607689208170433,3.3237677270887334,52.09618070918954,54.89805362618417,57.93845023639969,-3.6200027465820312,-0.11499999463558197,22.393400275644122,20.591325227839906,32.760169232090945,26.91438581709874,2.2657620581694244,1.644874227276065,53.281764787069406,2.085296724555734,1.828418845657137,65.12321949626775,1.826950943462199,0.978424708407873,100.0,0.0,0.0,381738.25,1.0672529958310548
2016-05-01,531.385986328125,95.88999938964844,116.05999755859375,103.0638656616211,100.68502044677734,,2096.949951171875,0.28299999237060547,2234432796.0,383580.875,1389516.7588207577,222497.9107142857,27.337211281797416,17.754765119923185,60.62544484245382,30.87677548344194,23.206791852498405,57.09086327765826,2.261880757800382,1.6138715684564668,58.35978585310886,2.196659052147526,2.118687961520655,50.903416230258074,1.6331557167360609,0.8939584261560949,64.62532455566078,0.0,0.0,100.0,2.80999755859375,0.08999998867511749,18.52881089554299,1.5324602525288444,4.3700358938454364,-6.138296703293311,0.8112883698400575,,8.55938152025204,7.44247936110618,54.6592867144109,55.21900597342176,54.762003299112145,-1.5099945068359375,0.0,23.05022806008472,19.1205162829942,30.817304186495164,24.991929687305973,2.1039219111573226,1.7380155352608104,58.217343297566195,2.3656328253896435,1.69781749953877,63.79617570647277,1.6964544475006136,0.9627244589373329,100.0,0.0,0.0,385227.85714285716,0.9466218357317361
2016-06-01,673.3369750976562,96.13999938964844,126.47000122070312,100.44852447509766,107.66217803955078,,2098.860107421875,0.24799999594688416,4749702740.0,421250.125,1474838.1189739136,228889.81632653062,35.523909673778405,16.48656761135724,68.3014491080838,28.8077312524818,21.549163863034234,57.207123644931634,2.1003178465289265,1.6854051126041074,55.479966949560385,2.7833265242876584,1.9673531071263226,58.58796509625373,2.0148701364530166,0.830104252859231,70.82208346135928,0.0,0.0,100.0,0.25,-0.034999996423721313,26.713348191662334,0.09109212401243738,-2.53759275351666,8.969501879279118,6.9296878143473295,,6.140362079948258,2.8727935429707863,60.62544484245382,57.09086327765826,58.35978585310886,2.80999755859375,0.08999998867511749,27.337211281797416,17.754765119923185,30.87677548344194,23.206791852498405,2.261880757800382,1.6138715684564668,50.903416230258074,2.196659052147526,2.118687961520655,64.62532455566078,1.6331557167360609,0.8939584261560949,100.0,0.0,0.0,383580.875,0.7828276205974766
2016-07-01,624.6810302734375,95.52999877929688,128.97999572753906,107.9180908203125,109.9494857788086,,2173.60009765625,0.23999999463558197,3454186204.0,365532.28571428574,1502439.0632393265,210242.4642857143,32.986487554222805,18.78438026941878,63.716311780965086,32.088606894045604,20.009937872817506,61.592136666464675,2.4838355964350636,1.5650190331323854,61.34662327208372,2.7638028087553925,1.826827885188728,60.20529624396388,2.0343299652247877,0.7708110919407145,72.5214855070571,0.0,0.0,100.0,-0.6100006103515625,-0.008000001311302185,-7.226091336683538,3.5609800753315435,7.4362131093987704,1.9846560311608918,2.1245230041858854,,1.8714558506675694,-8.146868366661764,68.3014491080838,57.207123644931634,55.479966949560385,0.25,-0.034999996423721313,35.523909673778405,16.48656761135724,28.8077312524818,21.549163863034234,2.1003178465289265,1.6854051126041074,58.58796509625373,2.7833265242876584,1.9673531071263226,70.82208346135928,2.0148701364530166,0.830104252859231,100.0,0.0,0.0,421250.125,1.1085072510892435
2016-08-01,575.4719848632812,96.0199966430664,124.77999877929688,109.05131530761719,108.83670043945312,,2170.949951171875,0.3199999928474426,2686220180.0,386850.75,1555212.3327741153,224755.75,30.630309871778316,20.957570636614314,59.375011281564845,29.79656354447092,18.76995277364304,61.35207093978374,2.3873633743543223,1.453231959337215,62.16128404394053,2.5663883224157216,1.996339961121118,56.24679277255499,1.8890206819944457,0.7952378238989112,70.3740223919214,0.0,0.0,100.0,0.48999786376953125,0.07999999821186066,-7.877467543494365,-0.12192428990193127,1.0500783313444062,-3.2563165509125747,-1.01208780693538,,3.512506485355038,6.903118151508392,63.716311780965086,61.592136666464675,61.34662327208372,-0.6100006103515625,-0.008000001311302185,32.986487554222805,18.78438026941878,32.088606894045604,20.009937872817506,2.4838355964350636,1.5650190331323854,60.20529624396388,2.7638028087553925,1.826827885188728,72.5214855070571,2.0343299652247877,0.7708110919407145,100.0,0.0,0.0,365532.28571428574,0.20758611111189368
2016-09-01,609.7349853515625,95.45999908447266,125.63999938964844,111.18661499023438,107.19562530517578,,2168.27001953125,0.25999999046325684,2004401400.0,402219.75,1699736.0494910644,220134.38775510204,30.8897877729571,19.460601305427577,61.349650595288104,27.66823757700871,17.62066554985604,61.092752676088324,2.369358824944527,1.3494296765274139,63.71319111067237,2.4445034858397103,1.8537442496124665,56.87209384599485,1.7540906332805568,0.8556547746402278,67.2130939652869,0.0,0.0,100.0,-0.55999755859375,-0.06000000238418579,5.953895478755822,-0.12344511393173052,1.9580687097572547,0.6892135107908315,-1.5078324936819376,,9.292860767066745,-2.0561708632139353,59.375011281564845,61.35207093978374,62.16128404394053,0.48999786376953125,0.07999999821186066,30.630309871778316,20.957570636614314,29.79656354447092,18.76995277364304,2.3873633743543223,1.453231959337215,56.24679277255499,2.5663883224157216,1.996339961121118,70.3740223919214,1.8890206819944457,0.7952378238989112,100.0,0.0,0.0,386850.75,0.4116655995909044
2016-10-01,700.9719848632812,98.44999694824219,121.94000244140625,109.84091186523438,102.5018539428711,,2126.14990234375,0.29499998688697815,2115443796.0,438064.0,1823986.6664533576,237574.60714285713,35.20030289715436,18.070558355039893,66.0779684610495,25.69193489293666,19.370626381116324,57.01392501124891,2.200118908877061,1.3491634942754556,61.98771072493099,2.2698960939940167,1.9856194423717324,53.34009650761443,1.6287984451890885,1.1298059594734036,59.04429219485596,0.0,0.0,100.0,2.9899978637695312,0.034999996423721313,14.963386012549872,-1.942567890903446,-1.210310364352929,-2.944919584699579,-4.378696750862698,,7.309994807693609,7.922532942539262,61.349650595288104,61.092752676088324,63.71319111067237,-0.55999755859375,-0.06000000238418579,30.8897877729571,19.460601305427577,27.66823757700871,17.62066554985604,2.369358824944527,1.3494296765274139,56.87209384599485,2.4445034858397103,1.8537442496124665,67.2130939652869,1.7540906332805568,0.8556547746402278,100.0,0.0,0.0,402219.75,0.5858687775483971
2016-11-01,745.6909790039062,101.5,111.75,110.31976318359375,94.0723876953125,,2198.81005859375,0.46799999475479126,2635773092.0,482996.375,1977062.9932642956,263504.5714285714,35.88020941454512,16.77980418682276,68.1355870626154,29.046807847012616,17.987010211036587,61.757282411483175,2.0771712238400832,1.2527946732557802,62.37815305110572,2.1077606587087296,2.571646799445627,45.04332391563245,1.5124556991041536,1.6512102657652028,47.80706041342802,0.0,0.0,100.0,3.0500030517578125,0.1730000078678131,6.379569384552086,3.4174521829295035,0.43594987534962826,-8.356570639157301,-8.223720765340225,,8.39240382763251,10.914451084463849,66.0779684610495,57.01392501124891,61.98771072493099,2.9899978637695312,0.034999996423721313,35.20030289715436,18.070558355039893,25.69193489293666,19.370626381116324,2.200118908877061,1.3491634942754556,53.34009650761443,2.2698960939940167,1.9856194423717324,59.04429219485596,1.6287984451890885,1.1298059594734036,100.0,0.0,0.0,438064.0,1.5453234225660735
2016-12-01,963.7429809570312,102.38999938964844,109.61000061035156,111.23987579345703,93.38180541992188,,2238.830078125,0.47999998927116394,3556763800.0,499069.0,2214534.3945521573,279922.85714285716,48.89248031015797,15.581246744906847,75.83318437353647,29.830608681601,16.702223767391114,64.10658262486044,1.9945241799845974,1.163309339451796,63.161156777529484,1.9572063259438204,2.5408148416029706,43.51260816789966,1.4044231491681425,1.5825939807384473,47.017579347195166,0.0,0.0,100.0,0.8899993896484375,0.01199999451637268,29.24160384029304,1.8200762441865859,0.8340415020036129,-1.9149882681417818,-0.7340966805555404,,12.011321950636301,6.230740372083554,68.1355870626154,61.757282411483175,62.37815305110572,3.0500030517578125,0.1730000078678131,35.88020941454512,16.77980418682276,29.046807847012616,17.987010211036587,2.0771712238400832,1.2527946732557802,45.04332391563245,2.1077606587087296,2.571646799445627,47.80706041342802,1.5124556991041536,1.6512102657652028,100.0,0.0,0.0,482996.375,2.3682793425578716
2017-01-01,970.4030151367188,99.51000213623047,115.55000305175781,117.3035888671875,94.57979583740234,,2278.8701171875,0.5,5143971692.0,476039.5714285714,2667040.442115227,277635.1964285714,45.87587701512437,14.468300548842072,76.02370082265968,30.55985370880807,15.509207784006035,66.33487359748977,2.285180529537874,1.080215815205239,67.9022705039607,2.2416917627625654,2.359328067202758,48.72162793481071,1.3896779540475943,1.469551553542844,48.60323210705527,0.0,0.0,100.0,-2.8799972534179688,0.02000001072883606,0.6910591632090402,1.7884358198382522,5.451024671215188,5.419215772584596,1.2828948980942334,,20.433462161448148,-0.8172468435181157,75.83318437353647,64.10658262486044,63.161156777529484,0.8899993896484375,0.01199999451637268,48.89248031015797,15.581246744906847,29.830608681601,16.702223767391114,1.9945241799845974,1.163309339451796,43.51260816789966,1.9572063259438204,2.5408148416029706,47.017579347195166,1.4044231491681425,1.5825939807384473,100.0,0.0,0.0,499069.0,2.013594349322824
2017-02-01,1179.969970703125,101.12000274658203,119.2300033569336,122.43568420410156,95.87133026123047,,2363.639892578125,0.5230000019073486,4282761200.0,506529.4285714286,3111051.276544098,290396.4897959184,57.5680969116445,13.434850509639066,81.07846082793475,34.431990971794995,14.401407228005604,70.50910287037037,2.4885315872076013,1.003057542690579,71.27217706970495,2.344428087220652,2.1908046338311324,51.69366670729404,1.3826677018890607,1.364583585432641,50.32913109441201,0.0,0.0,100.0,1.6100006103515625,0.023000001907348633,21.595868139061846,3.719816006681631,4.375053982981436,3.1847686784806095,1.3655500230181028,,16.648072800753113,4.5964249243269695,76.02370082265968,66.33487359748977,67.9022705039607,-2.8799972534179688,0.02000001072883606,45.87587701512437,14.468300548842072,30.55985370880807,15.509207784006035,2.285180529537874,1.080215815205239,48.72162793481071,2.2416917627625654,2.359328067202758,48.60323210705527,1.3896779540475943,1.469551553542844,100.0,0.0,0.0,476039.5714285714,1.2222379532501688
2017-03-01,1071.7900390625,100.3499984741211,118.72000122070312,124.65802764892578,95.26559448242188,,2362.719970703125,0.7379999756813049,10872455960.0,522764.75,3479805.7434281083,289105.26785714284,53.45608998938418,20.20235630470949,72.57292636332811,31.97256304523821,13.438443988505204,70.40707778508514,2.469518148465931,0.9314105753555377,72.61305216920411,2.1769689381334625,2.070747312573942,51.25033805567674,1.2839057231826991,1.3103801706737805,49.48975462662432,0.0,0.0,100.0,-0.7700042724609375,0.2149999737739563,-9.168024129983776,-0.03891971352694146,1.8151108961988127,-0.427746474772539,-0.6318216062696558,,11.853050114096497,-0.4446410284376978,81.07846082793475,70.50910287037037,71.27217706970495,1.6100006103515625,0.023000001907348633,57.5680969116445,13.434850509639066,34.431990971794995,14.401407228005604,2.4885315872076013,1.003057542690579,51.69366670729404,2.344428087220652,2.1908046338311324,50.32913109441201,1.3826677018890607,1.364583585432641,100.0,0.0,0.0,506529.4285714286,1.5434097047697568
