Date,Ret_SPX
2015-12-01,-1.7530185032692547
2016-01-01,-5.07353220469523
2016-02-01,-0.41283603090035426
2016-03-01,6.599111444005845
2016-04-01,0.26993982833325436
2016-05-01,1.5324602525288444
2016-06-01,0.09109212401243738
2016-07-01,3.5609800753315435
2016-08-01,-0.12192428990193127
2016-09-01,-0.12344511393173052
2016-10-01,-1.942567890903446
2016-11-01,3.4174521829295035
2016-12-01,1.8200762441865859
2017-01-01,1.7884358198382522
2017-02-01,3.719816006681631
2017-03-01,-0.03891971352694146
2017-04-01,0.9091208748854607
2017-05-01,1.1576251246328662
2017-06-01,0.4813775207812565
2017-07-01,1.9348826001101882
2017-08-01,0.0546433019853243
2017-09-01,1.9302978562167672
2017-10-01,2.218813506615125
2017-11-01,2.8082627806563343
2017-12-01,0.9831630594270502
2018-01-01,5.617870412552817
2018-02-01,-3.89473718793677
2018-03-01,-2.688449860055664
2018-04-01,0.27187749953683227
2018-05-01,2.16083418545836
2018-06-01,0.48424362676078303
2018-07-01,3.602155617289915
2018-08-01,3.0263211276748248
2018-09-01,0.42942874264617625
2018-10-01,-6.94033560936963
2018-11-01,1.7859356654779779
2018-12-01,-9.177689467997252
2019-01-01,7.868440166582613
2019-02-01,2.9728889343927145
2019-03-01,1.7924256249588488
2019-04-01,3.9313498313737982
2019-05-01,-6.57777313668354
2019-06-01,6.89301639982407
2019-07-01,1.3128152166957952
2019-08-01,-1.8091627240523933
2019-09-01,1.7181177931020697
2019-10-01,2.0431770513684056
2019-11-01,3.4047037714499906
2019-12-01,2.858981890573009
2020-01-01,-0.16280928190489652
2020-02-01,-8.411048363840312
2020-03-01,-12.511928240892821
2020-04-01,12.68440381652789
2020-05-01,4.528181966555822
2020-06-01,1.838839651392421
2020-07-01,5.510132148044367
2020-08-01,7.006466690171775
2020-09-01,-3.9227970178423055
2020-10-01,-2.766578622137972
2020-11-01,10.75456354438591
2020-12-01,3.712145909357001
2021-01-01,-1.1136660755445171
2021-02-01,2.6091451377448394
2021-03-01,4.2438632533165155
2021-04-01,5.242532134755851
2021-05-01,0.548648867060697
2021-06-01,2.2214009565834747
2021-07-01,2.274805482838871
2021-08-01,2.8990416255438634
2021-09-01,-4.75691688019011
2021-10-01,6.914383640060651
2021-11-01,-0.8333706184746159
2021-12-01,4.361291346206486
2022-01-01,-5.258516502739385
2022-02-01,-3.1360491945908286
2022-03-01,3.5773288371546252
2022-04-01,-8.795671180434306
2022-05-01,0.005317770464463578
2022-06-01,-8.391999993382681
2022-07-01,9.111639173021002
2022-08-01,-4.244012827299837
2022-09-01,-9.339567201327437
2022-10-01,7.98634138370089
2022-11-01,5.375289335249311
2022-12-01,-5.897147407473047
2023-01-01,6.17528578346791
2023-02-01,-2.611249393181858
2023-03-01,3.505161257710898
2023-04-01,1.4642341662481018
2023-05-01,0.2482347368192972
2023-06-01,6.472746490423464
2023-07-01,3.113893235501086
2023-08-01,-1.7716390070854016
2023-09-01,-4.871936746562488
2023-10-01,-2.197968873798295
2023-11-01,8.917926878197013
2023-12-01,4.422923115636013
2024-01-01,1.5895707598991615
2024-02-01,5.172064062372317
2024-03-01,3.1018779915342964
2024-04-01,-4.161507173789869
2024-05-01,4.80211901511991
2024-06-01,3.466980128308328
2024-07-01,1.1321316887868749
2024-08-01,2.2834706936630367
2024-09-01,2.0196884090601275
2024-10-01,-0.9896743303151712
2024-11-01,5.7301295482098835
2024-12-01,-2.499013704848363
2025-01-01,2.70163042404441
2025-02-01,-1.4242092699825126
2025-03-01,-5.754469768137538
2025-04-01,-0.7624943346289825
2025-05-01,6.152382614078289
2025-06-01,4.960683946771582
2025-07-01,2.16665625306407
2025-08-01,1.9066444295036122
2025-09-01,3.5323687218701494
2025-10-01,2.26868719049238
